rank_valor,score_valor,valor,friccion,razon_social,telefono,email,web,crm_detectado,fichas_publicadas,ventas_rango_cop,municipios,por_que_valor,por_que_friccion,nit,categorias_gremio,direccion,web_viva,wasi_plan,wasi_cliente_desde,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
69,23,21,10,Conhogar S.A.S.,+576044480075,germanp@conhogar.com,http://www.conhogar.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,,Calle 18a sur #25c25,sí,,,,,,,sí,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,12,8,,web propia sin CRM inmobiliario,,Meta Pixel activo; Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
70,23,23,12,Globo Inmobiliario S.A.S,+576044443860,servicioalcliente@globoinmobiliario.com,http://www.globoinmobiliario.com/,SIMI,1,,Medellín,solo 1 fichas · WhatsApp publicado sin ninguna automatización,SIMI/Domus: requiere conector nuevo,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,calle 27 # 83 -61 aptp 301,sí,,,,,,,no,no,sí,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,8,0,0,6,,SIMI/Domus (requiere conector nuevo),1 fichas; administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
71,23,23,12,Arrendamientos Del Norte Cia Ltda,+573006124003,info@arrendamientosdelnorte.com,http://www.arrendamientosdelnorte.com/,ninguno,13,,Bello,solo 13 fichas · WhatsApp publicado sin ninguna automatización,"WordPress: sin CRM, integración media · solo correo genérico",,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CARRERA 50 N° 54 -12,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,8,0,4,6,,web propia sin CRM inmobiliario,13 fichas; administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
72,23,21,10,Arrendamientos La Aldea Ltda,+576043228379,arrendaldea@une.net.co,https://www.arrendamientoslaaldea.com.co/,ninguno,,,Itagüí,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Arrendamiento y administración de inmuebles,Clle 53 # 51-18 Edf. La Aldea 1 y 2 piso,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
73,23,21,10,Inmobiliaria Área Nueva S.A.S,+576044440884,rosana@areanueva.co,http://www.areanueva.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,Carrera 43B No 14 - 19,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
74,23,21,10,Inmobiliarios Asociados S.A.S,+576043220694,inmobiliariosasociados@hotmail.es,http://inmobiliariosasociados.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,Cra 50 # 52 -126 Piso 3 Of 301 Pasaje Palacé Junin,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
75,23,21,10,Conaltura Inmobiliaria S.A.S,+576043229898,inmobiliaria@conaltura.com,http://www.conalturainmobiliaria.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,Cll 67 A No 46 A 56,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
76,23,21,10,Bienes E Inversiones Inmobiliarias Ag S.A.S,+573004759417,directorabienes@gmail.com,http://bieneseinversiones.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Cra. 30 #10 C228 Ofc. 849 EL Poblado mall interplaza,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
77,23,21,10,Coseinpro Ltda,+576044446267,gerenciacoseinpro@yahoo.com,http://www.coseinpro.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Calle 43 No 79 - 30,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
78,23,21,10,Cuadra Por Cuadra S.A.S,+576044446891,juanmantilla@cuadraporcuadra.com,http://www.cuadraporcuadrainmobiliaria.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Carrera 51 5 50-21,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
79,23,21,10,Habitamos Propiedad Raiz S.A.S.,+576044111333,gerencia@habitamos.com.co,http://www.habitamos.com.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Calle 44 No. 72 - 03,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
80,23,21,10,Perímetro Inmobiliario S.A.S,+576042682222,gerencia@perimetroinmobiliario.com.co,http://www.perimetroinmobiliario.com.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Cll 4 sur No 43 a 195 of 146,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
81,23,21,10,Grupo Capitaliza S.A.S.,+573173320408,comercial@grupocapitaliza.com,http://grupocapitaliza.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,Calle 53 # 45 - 112 Ofc. 1803,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
82,23,21,10,Activos E Inventarios Ltda,+576044448075,gerencia@activoseinventarios.com,http://www.activoseinventarios.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Avalúos,Cra. 77B # 45G - 45,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,4,10,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
83,23,21,10,Abad Faciolince S.A,+576044480977,abadfaciolince@abadfaciolince.com,http://www.abadfaciolince.com/,ninguno,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,diagonal 29 d 9 sur 110,sí,,,,,,,no,no,sí,no,sí,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
84,23,21,10,Arrendamientos Aburrá Sur S.A.S,+576044483032,aburrasur@aburrasur.co,https://www.aburrasur.co/portal/index.php,ninguno,,,Envigado,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Carrera 42 no 38 sur 70,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
85,23,21,10,Arrendamientos Santa Fe E.U,+576044484015,santafe@une.net.co,https://arrendamientossantafe.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,calle 44 71-34,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
86,23,21,10,Inmobiliaria La Mansión S.A.S,+576044520200,contabilidad@inmobiliarialamansion.com,https://inmobiliarialamansion.com/,ninguno,,,Bello,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,cl 49 49 82,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
87,23,21,10,Meridiano Propiedad Raíz S.A.,+576044448028,meridianoproraiz@gmail.com,https://www.meridianopropiedadraiz.com/,ninguno,,,Envigado,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CR 48 25 AA SUR 70 OF 301,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
88,23,21,10,Conecta Negocios Eficientes S.A.S,+576043663511,jaime@conectane.com,http://www.conectane.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,Calle 1 sur # 43 c- 281,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
89,23,21,10,Arrendamientos Rogelio Acosta S.A.S.,+576042779466,arr\_rogelioacosta@hotmail.com,http://www.arrendamientosrogelioacosta.com/,ninguno,,,Itagüí,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,"Cra 52 # 52-15 Segundo piso, Itagüí 2 cuadras arriba de comfama",sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
90,23,21,10,Relocal S.A.S,+576043327265,jvillegas@juancamilovillegas.com,http://www.juancamilovillegas.com/,ninguno,,,Envigado,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,Carrea 27#7b-90,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
91,23,21,10,Houm Colombia S.A.S,+573177403458,notificaciones@houm.com,http://www.houm.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje | Arrendamiento y administración de inmuebles,Calle 69 # 7 A - 07 Apto 303,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
92,23,21,10,Toro Asset Capital S.A.S,+573122964688,gerencia@toroast.capital,http://toroast.capital/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Corretaje,"Calle 49b No. 64c - 35, Oficina 206 - Brasilia 3",sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
93,23,21,10,Symmetria S.A.S,+573166820348,gerencia@symmetriasas.com,http://symmetriasas.com/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado · correo directo de gerencia,,Administración de propiedad horizontal,Cra. 65 # 45 - 20 Ofc. 322,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,0,10,,web propia sin CRM inmobiliario,,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
94,23,21,10,Proyecta In Inmobiliaria S.A.S,+573244753805,informacion@proyectain.com,http://www.proyectain.com/,ninguno,,,Sabaneta,inventario no legible · WhatsApp publicado sin ninguna automatización,stack propio no identificado,,Corretaje,Cra 25 39sir 15 Apto 1205,sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,0,0,0,8,,web propia sin CRM inmobiliario,,,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
95,21,40,32,Londoño Gómez S.A.S,+576043111616,info@londonogomez.com,http://www.londonogomez.com/,SIMI,614,Entre 20.000.000.000 y 100.000.000.000 COP,Medellín,614 fichas — mucho volumen · WhatsApp publicado sin ninguna automatización · sin versión en inglés,SIMI/Domus: requiere conector nuevo · empresa grande: decisión por comité · solo correo genérico,8909121406,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CL 7 D N 43 A 99,sí,,,2024,218.322.389.000,SOCIEDAD POR ACCIONES SIMPLIFICADA,Actividades inmobiliarias realizadas a cambio de una retribucion o por contrata,sí,sí,sí,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,17,8,12,6,,SIMI/Domus (requiere conector nuevo),614 fichas publicadas; administra arriendos (ingreso recurrente),Meta Pixel activo; Google Analytics/Ads,email genérico; oficina física,6043111616,CALLE 7 D 43 A 99 PISO 6 TE ALMAGRAN,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
96,21,21,12,Inmobiliaria Gómez Y Asociados S.A.S,+576044485545,gh@gomezyasociados.com.co,http://www.gomezyasociados.com.co/,SIMI,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,SIMI/Domus: requiere conector nuevo,,Arrendamiento y administración de inmuebles,CL 7 S 42 70 OF 1603,sí,,,,,,,sí,sí,sí,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,5,0,12,8,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),Meta Pixel activo; Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
97,21,21,12,Grupo Inmobiliario Punto Alto S.A.S,+573107790551,gerencia@puntoalto.com.co,http://puntoalto.com.co/,SIMI,0,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,SIMI/Domus: requiere conector nuevo · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,"Carrera 22 # 17 - 325 OFICINA 349, ED ACCESS POINT",sí,,,,,,,no,no,sí,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,5,0,0,10,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
98,21,21,12,Arrendamos Ya S.A.S.,+576042328421,gerente@arrendamosya.com,http://www.arrendamosya.com/,SIMI,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,SIMI/Domus: requiere conector nuevo · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Cra 55 #40A - 20 Edf Torre nuevo centro Of 311,sí,,,,,,,no,no,sí,no,no,"Usa SIMI para arriendos: entrar por Sofi (atención WhatsApp), NO por recaudo",sí,15,5,0,0,10,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
99,21,21,12,Jairo Ochoa S.A.S,+576044486003,asistente.jairoochoa@gmail.com,http://www.jairochoa.com/,Domus,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,SIMI/Domus: requiere conector nuevo,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,"Calle 5 A N° 43 B – 25, Oficina 503",sí,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,15,5,0,0,8,,SIMI/Domus (requiere conector nuevo),administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
100,21,21,12,Estudio Inmobiliario S.A.S,+576044487048,info@estudioinmobiliariosa.com,http://www.estudioinmobiliario.com.co/,ninguno,,,Medellín,inventario no legible · WhatsApp publicado sin ninguna automatización,"WordPress: sin CRM, integración media · solo correo genérico",,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Cra 50 # 50 - 48 Of 307,sí,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
101,21,15,6,Arrendamientos Ayurá S.A,+576042766856,gerencia@arrendamientosayura.com,http://www.arrendamientosayura.com/,,,,Envigado,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CALLE 37 SUR NRO 41-26 PISO 2,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,10,,sin web accesible,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
102,21,15,6,Expertos Inmobiliarios Ltda,+576048154237,gerencia@expertosinmobiliarios.com.co,,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar · correo directo de gerencia,,Corretaje | Arrendamiento y administración de inmuebles,Calle 98 # 104 - 46,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,10,,sin web accesible,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
103,21,15,6,Gen Inmobiliaria S.A.S,+576044487104,dir.comercial@grupogen.com.co,http://www.geninmobiliaria.com.co/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Arrendamiento y administración de inmuebles,Cra 43A No 1 Asur 267 of 304,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
104,21,15,6,Arrendamientos Integridad S.A.S,+576043422220,arrendamientosintegridad@hotmail.com,http://www.arrendamientosintegridad.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,"Clle 30A # 77 - 06 Parque de Belen, Primer Piso",NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
105,21,15,6,Arrendamientos La 80 Ltda,+576044113636,recepcionla80@gmail.com,http://www.arrendamientosla80.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,Carrera 80 No 47 - 46 Int. 201,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
106,21,15,6,Arrendamientos Y Constructora La Isabela Ltda,+576044486400,arrendamientoslaisabela@hotmail.com,http://arrendamientoslaisabela.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,carrera 35 07-24 Of.102 Sector Provenza -Poblado,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
107,21,15,6,Bien Raíz S.A.S,+576044481220,bienraiz@bienraiz.co,http://www.bienraiz.com.co/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles,Carrera 43E # 7D - 70,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
108,21,15,6,Colliers International Colombia S.A.S,+576045942333,sebastian.diaz@colliers.com,http://www.colliers.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,calle 45 a # 102 b 17,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
109,21,15,6,Inmobiliaria Santillana Ltda,+576044218888,santillanaltda@gmail.com,http://www.inmobiliariasantillanaltda.com/,,,,Medellín,inventario no legible · SITIO WEB CAÍDO — fuga total,sin web: nada que integrar,,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,CARRERA 64 D N° 86-45 APTO 6 A EDIFICIO BELLINI,NO,,,,,,,no,no,no,no,no,Web caída o inexistente: entrar por landing REF + Sofi,sí,0,5,0,0,8,,sin web accesible,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
