rank,score,razon_social,nit,municipios,categorias_gremio,telefono,email,direccion,web,web_viva,crm_detectado,wasi_plan,wasi_cliente_desde,fichas_publicadas,ventas_rango_cop,ventas_anio,patrimonio_neto_cop,forma_juridica,ciiu_actividad,meta_pixel,google_analytics,whatsapp_en_web,chat_automatizado,version_ingles,angulo_de_entrada,compite_con_diamond,pts_fit_tecnico,pts_capacidad_pago,pts_facturacion,pts_invierte_adq,pts_accesibilidad,pts_dolor,nota_fit,nota_tamano,nota_adquisicion,nota_acceso,telefono_rues,direccion_rues,fuente,fecha_captura
82,26,Valor Construído S.A.S.,,Medellín,Corretaje | Avalúos,+573188095319,comercial@valorconstruido.com,Carrera 77B No. 45G - 45,http://www.valorconstruido.com/,sí,ninguno,,,22,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,6,0,4,6,,web propia sin CRM inmobiliario,22 fichas,Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
83,26,Tu Espacio Inmobiliario S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576043200867,tuespacio043@hotmail.com,"Clle 44 # 77 -18 Oficina Primer Piso, Florida Nueva",http://www.tuespacioinmobiliario.co/,sí,ninguno,,,2,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,8,0,0,8,,web propia sin CRM inmobiliario,2 fichas; administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
84,26,Red De Inversiones Inmobiliarias S.A.S.,,Medellín,Corretaje,+573183749090,operaciones@red-realestate.com,Calle 18 # 35 - 69 Mall Palms Avenue Oficina 9749,https://www.red-realestate.com/,sí,ninguno,,,0,,,,,,sí,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,8,8,,web propia sin CRM inmobiliario,,Meta Pixel activo,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
85,25,Promobiliaria S.A. Sucursal Colombia,,Medellín,Arrendamiento y administración de inmuebles,+573127842471,contacto@promobiliaria.com.co,"Carrera 58 # 42 - 125 Piso 5 Oficina 186, Edificio EPM, Medellin",http://www.grupo-epm.com/site/promobiliaria,sí,ninguno,,,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
86,25,Bienes E Inversiones Inmobiliarias Ag S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573004759417,directorabienes@gmail.com,Cra. 30 #10 C228 Ofc. 849 EL Poblado mall interplaza,http://bieneseinversiones.com/,sí,ninguno,,,0,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
87,25,Maxibienes S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos | Otros servicios,+576044162424,info@maxibienes.com,calle 44 # 71 22,http://www.maxibienes.com/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
88,25,Compañía De Constructores Asociados S.A (C.A.S.A),,Medellín,Corretaje,+576042665050,general@casa.com.co,Calle 6Sur No. 43A - 180 Ed. Lugo,http://www.casa.com.co/,sí,ninguno,,,1,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,3,0,4,8,,web propia sin CRM inmobiliario,1 fichas,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
89,25,Confuturo Propiedad Raíz S.A.S,,Medellín,Corretaje,+573137189508,ventas@confuturo.com.co,Clle 7 # 39-215 Ofic.508,http://www.confuturopropiedadraiz.com/,sí,ninguno,,,108,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,9,0,0,6,,web propia sin CRM inmobiliario,108 fichas,,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
90,25,Coseinpro Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044446267,gerenciacoseinpro@yahoo.com,Calle 43 No 79 - 30,http://www.coseinpro.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
91,25,Cuadra Por Cuadra S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044446891,juanmantilla@cuadraporcuadra.com,Carrera 51 5 50-21,http://www.cuadraporcuadrainmobiliaria.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
92,25,Estudio Inmobiliario S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044487048,info@estudioinmobiliariosa.com,Cra 50 # 50 - 48 Of 307,http://www.estudioinmobiliario.com.co/,sí,ninguno,,,,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
93,25,Grupo Colviva S.A.S,,Medellín,Corretaje,+576044440856,agerencia@grupocolviva.com,Cra 43B # 16 – 95 Ed. Cámara Colombiana de Infraestructura Ofc. 1312,http://www.grupocolviva.com/,sí,ninguno,,,2,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,4,8,,web propia sin CRM inmobiliario,2 fichas,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
94,25,Habitamos Propiedad Raiz S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044111333,gerencia@habitamos.com.co,Calle 44 No. 72 - 03,http://www.habitamos.com.co/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
95,25,Hermanos Arango Tobón S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044486411,gerencia@arangotobon.com.co,CRA 80 B 42 - 56,http://www.arangotobon.com.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
96,25,Inmobiliaria Alberto Naranjo S.A.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576043524747,gerencia@inmobiliariaalbertonaranjo.com,Cra 43A # 1Sur -188 Torre Davivienda Ofi 912,https://www.inmobiliariaalbertonaranjo.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
97,25,Perímetro Inmobiliario S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576042682222,gerencia@perimetroinmobiliario.com.co,Cll 4 sur No 43 a 195 of 146,http://www.perimetroinmobiliario.com.co/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
98,25,Puerta Inmobiliaria S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044448848,gerencia@puertainmobiliaria.co,Carrera 84 No 34B - 108 Apto 703,http://www.puertainmobiliaria.co/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
99,25,Rodrigo Betancur S.A,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+573188268297,info@rodrigobetancursa.com,VEREDA EL JARDIN,http://www.rodrigobetancursa.com/,sí,ninguno,,,0,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
100,25,Activos Y Bienes S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Otros servicios,+576044483122,gerencia@activosybienes.com,Carrera 43 B No 16 - 95 Oficina 206,http://www.activosybienes.com/,sí,ninguno,,,0,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
101,25,Propiedades Y Vehículos S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573003828280,gerencia@propiedadesyvehiculos.com,Cr 43 a 6 sur 26,http://www.propiedadesyvehiculos.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
102,25,Ascenso Inmobiliaria S.A.S,,Medellín,Arrendamiento y administración de inmuebles,+573186498740,info@ascenso.co,Calle 2 #20 - 50 Ofc 607 Edificio. Q Office,http://www.ascenso.co/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
103,25,Kapital Y Proyectos Inmobiliarios S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573134859335,gerencia@kapitalyp.com,Cra. 43 A # 14 - 27,http://www.kapitalyp.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,10,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
104,25,Grupo Capitaliza S.A.S.,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+573173320408,comercial@grupocapitaliza.com,Calle 53 # 45 - 112 Ofc. 1803,http://grupocapitaliza.com/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,4,6,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),Google Analytics/Ads,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
105,25,Constructora Monserrate De Colombia S.A,,Medellín,,+576042501100,contactocc@cmonserrate.com,Swiss Ap 101 Km. 17 vía Las Palmas-Aeropuerto Envigado,http://www.constructoramonserrate.com/,sí,ninguno,,,1,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,3,0,4,8,,web propia sin CRM inmobiliario,1 fichas,Google Analytics/Ads,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
106,24,Construbienes S.A.S,,Sabaneta,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044444644,servicioalcliente@construbienes.com,CL 75 SUR 45-44,http://www.construbienes.com/,sí,ninguno,,,1,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,8,0,0,6,,web propia sin CRM inmobiliario,1 fichas; administra arriendos (ingreso recurrente),,email genérico; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
107,24,Alterna Inmobiliaria S.A.S,,Medellín,Corretaje,+573004740401,gerencia@alternainmobiliaria.com,calle 4B sur#13-260,http://www.alternainmobiliaria.com/,sí,ninguno,,,,,,,,,no,sí,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,0,0,4,10,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
108,24,Arquitectura Y Concreto S.A.S,,Medellín,,+576043123618,gladysburitica@arquitecturayconcreto.com,Calle 3 Sur # 43A – 52 Piso 18,http://www.arquitecturayconcreto.com/,sí,ninguno,,,3,,,,,,no,no,no,sí,no,Web propia sin CRM: ecosistema completo,no,10,3,0,3,8,,web propia sin CRM inmobiliario,3 fichas,ya usa chat/bot de terceros,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
109,24,Activos E Inventarios Ltda,,Medellín,Avalúos,+576044448075,gerencia@activoseinventarios.com,Cra. 77B # 45G - 45,http://www.activoseinventarios.com/,sí,ninguno,,,0,,,,,,no,sí,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,no,10,0,0,4,10,,web propia sin CRM inmobiliario,,Google Analytics/Ads,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
110,23,Rent Home Group S.A.S,,Itagüí,Corretaje | Arrendamiento y administración de inmuebles,+573006530035,renthomegroupsas@gmail.com,cll 8 b # 65 -191,http://renthome-group.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
111,23,Gold Plus Inmobiliaria S.A.S,,Medellín,Corretaje,+573232903446,gerencia@goldpluscolombia.co,Carrera 65 No 39 - 57,http://www.goldpluscolombia.co/,sí,ninguno,,,1,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,3,0,0,10,,web propia sin CRM inmobiliario,1 fichas,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
112,23,Inmobiliaria Casa Liberty S.A.S,,Medellín,Arrendamiento y administración de inmuebles,+576075713111,inmobiliariacasaliberty@gmail.com,San Fernando Plaza - T.1 Oficina 457,http://www.inmobiliariacasaliberty.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
113,23,Abad Faciolince S.A,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044480977,abadfaciolince@abadfaciolince.com,diagonal 29 d 9 sur 110,http://www.abadfaciolince.com/,sí,ninguno,,,0,,,,,,no,no,sí,no,sí,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
114,23,Arrendamientos Aburrá Sur S.A.S,,Envigado,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044483032,aburrasur@aburrasur.co,Carrera 42 no 38 sur 70,https://www.aburrasur.co/portal/index.php,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
115,23,Arrendamientos La Aguacatala Ltda,,Medellín,Arrendamiento y administración de inmuebles,+576042503297,ccorrales@une.net.co,Cra 81 # 32 -33 Local 112 Villa De Aburrá,https://arrendamientoslaaguacatala.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
116,23,Arrendamientos Las Torres Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044449954,arrendamientoslastorres@hotmail.com,calle 47 · 42 -56,http://www.arrendamientoslastorres.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
117,23,Arrendamientos Santa Fe E.U,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044484015,santafe@une.net.co,calle 44 71-34,https://arrendamientossantafe.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
118,23,Cofutura Propiedad Raíz Ltda,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576045111155,cofutura@une.net.co,cra 46 No. 50 28 of 506,https://www.cofuturapropiedadraiz.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
119,23,Coninsa S.A.S,,Medellín,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576045116199,lpiedrahita@coninsa.co,CR 29D 5 SUR 60,http://www.coninsaramonh.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
120,23,Eme Propiedad Raíz S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576044448499,eme@emepropiedadraiz.com.co,CALLE 9A SUR 82 30 AP 1412,http://www.emepropiedadraiz.com.co/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
121,23,Inmobiliaria La Candelaria S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044481828,inmobiliaria.lacandelaria@gmail.com,Calle 58 #51d-12 apto 301,https://arrendamientoslacandelaria.com/,sí,ninguno,,,0,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
122,23,Inmobiliaria La Mansión S.A.S,,Bello,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles,+576044520200,contabilidad@inmobiliarialamansion.com,cl 49 49 82,https://inmobiliarialamansion.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
123,23,Meridiano Propiedad Raíz S.A.,,Envigado,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044448028,meridianoproraiz@gmail.com,CR 48 25 AA SUR 70 OF 301,https://www.meridianopropiedadraiz.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
124,23,Nivel 10 Constructora E Inmobiliaria S.A.S,,Envigado,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576043221274,avaluosnivel10@gmail.com,Calle 32B Sur Cra 43A - 28,http://www.nivel10constructora.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
125,23,Óptima S.A. Vivienda Y Construcción,,Medellín,Corretaje,+576042686600,juanmanuelgomez@optima.com.co,Cra 43 A No 14 27,http://www.optima.com.co/,sí,ninguno,,,1,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,3,0,0,10,,web propia sin CRM inmobiliario,1 fichas,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
126,23,Somos Propiedad S.A.S,,Sabaneta,Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576044447362,administracion@somospropiedad.com,CALLE 72Sur # 46 38 Apto 401 Ed. San Miguel,http://www.somospropiedad.com/,sí,ninguno,,,,,,,,,no,no,no,no,no,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
127,23,Avaluar Valores S.A.S,,Medellín,Corretaje | Avalúos,+573175106358,gerencia@avaluarvalores.com,Calle 11Sur No 25 - 150 Apto 608 Torre 1,http://www.avaluarvalores.com/,sí,ninguno,,,1,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,3,0,0,10,,web propia sin CRM inmobiliario,1 fichas,,email de decisor; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
128,23,Conecta Negocios Eficientes S.A.S,,Medellín,Corretaje | Arrendamiento y administración de inmuebles,+576043663511,jaime@conectane.com,Calle 1 sur # 43 c- 281,http://www.conectane.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
129,23,Arrendamientos Rogelio Acosta S.A.S.,,Itagüí,Corretaje | Arrendamiento y administración de inmuebles,+576042779466,arr\_rogelioacosta@hotmail.com,"Cra 52 # 52-15 Segundo piso, Itagüí 2 cuadras arriba de comfama",http://www.arrendamientosrogelioacosta.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
130,23,Grupo Empresarial Activo Urbano S.A.S.,,Medellín,Administración de propiedad horizontal | Corretaje | Arrendamiento y administración de inmuebles | Avalúos,+576046096922,administrativo@activourbano.com.co,Cra 42 # 5 Sur 145 Of. 16-115 Ed Ofi7,http://www.activourbano.com.co/,sí,ninguno,,,,,,,,,no,no,no,no,sí,Web propia sin CRM: ecosistema completo,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
131,23,Relocal S.A.S,,Envigado,Corretaje | Arrendamiento y administración de inmuebles,+576043327265,jvillegas@juancamilovillegas.com,Carrea 27#7b-90,http://www.juancamilovillegas.com/,sí,ninguno,,,,,,,,,no,no,sí,no,no,Publica WhatsApp sin ninguna automatización: Sofi atiende 24/7 y califica,sí,10,5,0,0,8,,web propia sin CRM inmobiliario,administra arriendos (ingreso recurrente),,email nominal; oficina física,,,La Lonja de Propiedad Raíz de Medellín y Antioquia — lonja.org.co/afiliados-1/,2026-07-25
